Index,Author,Title,Keyword,DOI,Venue,Year,CommunityOfFocus-BVI,CommunityOfFocus-DHH,CommunityOfFocus-IDD,CommunityOfFocus-MotorPhysical,CommunityOfFocus-Autism,CommunityOfFocus-Cognitive,CommunityOfFocus-OlderAdult,CommunityOfFocus-GeneralDisability,CommunityOfFocus-Other,IssueAddressed-IncreaseDigitalAccess,IssueAddressed-IncreasePhysicalAccess,IssueAddressed-IncreaseIndependence,IssueAddressed-IncreaseUnderstandingOfUsers,IssueAddressed-HelpWithPersonalInformaticsBehaviorChange,IssueAddressed-SupportCommunication,IssueAddressed-Other,ContributionType-Empirical,ContributionType-Artifact,ContributionType-Methodological,ContributionType-Theoretical,ContributionType-Dataset,ContributionType-SurveyContribution,StudyMethod-ControlledExperiment,StudyMethod-SurveyMethod,StudyMethod-UsabilityTesting,StudyMethod-Interviews,StudyMethod-CaseStudy,StudyMethod-FocusGroups,StudyMethod-FieldStudy,StudyMethod-WorkshopDesign,StudyMethod-Other,ParticipantGroup-OlderAdult,ParticipantGroup-PeopleWithDisability,ParticipantGroup-PeopleWithoutDisability,ParticipantGroup-TherapistsSpecialists,ParticipantGroup-Caregivers,ParticipantGroup-Other,ParticipantGroup-Other-Notes,ParticipantGroup-Other-Crowdworker,ParticipantGroup-NoUserStudy,StudyLocation-NearAtLab,StudyLocation-ParticipantsHomeOrFreqLoc,StudyLocation-NeutralLocation,StudyLocation-Unclear,StudyLocation-OnlineRemotely,StudyLocation-Other,StudyLocation-NoUserStudy,ParticipatoryDesign-Yes,ParticipatoryDesign-No,ComparesOnDisability-Yes,ComparesOnDisability-No,UsesProxies-Yes,UsesProxies-No,Total num Participants,NumParticipants-Group1-Count,NumParticipants-Group1-Population,NumParticipants-Group2-Count,NumParticipants-Group2-Population,NumParticipants-Group3-Count,NumParticipants-Group3-Population,NumParticipants-Group4-Count,NumParticipants-Group4-Population,NumParticipants-Group5-Count,NumParticipants-Group5-Population
444,"Shanmugam Muruga Palaniappan, Ting Zhang, Bradley Duerstock",Identifying Comfort Areas in 3D Space for Persons with Upper Extremity Mobility Impairments Using Virtual Reality  ,"comfort areas, ergonomics, joint forces, mixed reality, mobility impairments, virtual reality",10.1145/3308561.3353810,ASSETS,2019,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,Motor/Physical,0,0,0,0,0,0,0,0
445,"Limin Zeng, Denise Prescher, Gerhard Weber",Exploration and avoidance of surrounding obstacles for the visually impaired  ,"3D TOF camera, haptic user interface, obstacle avoidance, tactile symbol",10.1145/2384916.2384936,ASSETS,2012,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,6,6,BVI,0,0,0,0,0,0,0,0
446,Hernisa Kacorri and Kris M. Kitani and Jeffrey P. Bigham and Chieko Asakawa,People with Visual Impairment Training Personal Object Recognizers Feasibility and Challenges,"accessibility, blind, computer vision, object recognition, photographs",10.1145/3025453.3025899,CHI,2017,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,10,8,BVI,2,NonDisabled,0,0,0,0,0,0
447,"Ine D'Haeseleer, Kathrin Gerling, Dominique Schreurs, Bart Vanrumste, Vero Vanden Abeele",Ageing is Not a Disease Pitfalls for the Acceptance of Self-Management Health Systems Supporting Healthy Ageing,"attitudes, older adults, self-management health systems, thematic analysis",10.1145/3308561.3353794,ASSETS,2019,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,20,20,Older Adult NonDisabled,0,0,0,0,0,0,0,0
448,"Andrea Gerino, Lorenzo Picinali, Cristian Bernareggi, Nicolò Alabastro, Sergio Mascetti",Towards Large Scale Evaluation of Novel Sonification Techniques for Non Visual Shape Exploration  ,"accessibility, gamification, image recognition, remote evaluation, sonification, touch-screen devices, visual impairment or blindness",10.1145/2700648.2809848,ASSETS,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,149,131,NonDisabled,18,BVI,0,0,0,0,0,0
449,"Raja Kushalnagar, Anna Cavender, Jehan-François Pâris",Multiple view perspectives improving inclusiveness and video compression in mainstream classroom recordings,"accessible technology, deaf and hard of hearing users",10.1145/1878803.1878827,ASSETS,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,19,19,DHH,0,0,0,0,0,0,0,0
450,"Frank Shipman, Satyakiran Duggina, Caio Monteiro, Ricardo Gutierrez-Osuna",Speed-Accuracy Tradeoffs for Detecting Sign Language Content in Video Sharing Sites  ,"computer vision, sign language detection, signal processing",10.1145/3132525.3132559,ASSETS,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
451,"Sri Kurniawan, Sonia Arteaga, Roberto Manduchi","A general education course on universal access, disability, technology and society  ","disability awareness, general education, undergraduate education, universal access",10.1145/1878803.1878808,ASSETS,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,75,75,NonDisabled,0,0,0,0,0,0,0,0
452,"Anne Ross, Xiaoyi Zhang, James Fogarty, Jacob Wobbrock",Examining Image-Based Button Labeling for Accessibility in Android Apps through Large-Scale Analysis  ,"accessibility, image-based buttons, large-scale analysis, mobile app",10.1145/3234695.3236364,ASSETS,2018,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
453,"Laurianne Sitbon, Ross Brown, Lauren Fell",Turning Heads: Designing Engaging Immersive Video Experiences to Support People with Intellectual Disability when Learning Everyday Living Skills  ,"360 video, intellectual disability, lifeskills training",10.1145/3308561.3353787,ASSETS,2019,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,18,12,IDD,6,Specialists,0,0,0,0,0,0
454,"João Guerreiro, Daisuke Sato, Saki Asakawa, Huixu Dong, Kris Kitani, Chieko Asakawa",CaBot: Designing and Evaluating an Autonomous Navigation Robot for Blind People  ,"blind navigation, guide robot, human-robot interaction, mobility, obstacle avoidance",10.1145/3308561.3353771,ASSETS,2019,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,10,10,BVI,0,0,0,0,0,0,0,0
455,"Tao Yang, Prathik Gadde, Robert Morse, Davide Bolchini",Bypassing lists accelerating screen-reader fact-finding with guided tours,"blind users, fact-finding, guided tour, index, information scent, screen-reader users, web navigation",10.1145/2513383.2513435,ASSETS,2013,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,11,11,BVI,0,0,0,0,0,0,0,0
456,Jessica Schroeder and Chelsey Wilkes and Kael Rowan and Arturo Toledo and Ann Paradiso and Mary Czerwinski and Gloria Mark and Marsha M. Linehan,Pocket Skills A Conversational Mobile Web App To Support Dialectical Behavioral Therapy,"behavioral therapy, dbt, health informatics, mental health",10.1145/3173574.3173972,CHI,2018,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,73,73,Other-Mental health,0,0,0,0,0,0,0,0
457,Jeeeun Kim and Tom Yeh,Toward 3D-Printed Movable Tactile Pictures for Children with Visual Impairments  ,"3d modeling, 3d printing, movables, tactile pictures",10.1145/2702123.2702144,CHI,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,10,9,Specialists,1,BVI,unclear,Other-Children,0,0,0,0
458,"Cara Wilson, Margot Brereton, Bernd Ploderer, Laurianne Sitbon, Beth Saggers",Digital Strategies for Supporting Strengths- and Interests-based Learning with Children with Autism  ,"appropriation, autism, child-computer interaction, classroom",10.1145/3132525.3132553,ASSETS,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,8,6,Autism,2,Teachers,0,0,0,0,0,0
459,"Jessica Tran, Rafael Rodriguez, Eve Riskin, Jacob Wobbrock",A web-based intelligibility evaluation of sign language video transmitted at low frame rates and bitrates  ,"American Sign Language, bitrate, communication model, comprehension, deaf community, frame rate, intelligibility, video compression, web-survey",10.1145/2513383.2513432,ASSETS,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,signers,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,77,56,DHH,21,NonDisabled,0,0,0,0,0,0
460,David R. Flatla and Carl Gutwin,Individual models of color differentiation to improve interpretability of information visualization  ,"assistive technology, color blindness, color differentiation, color vision deficiency, visualization",10.1145/1753326.1753715,CHI,2010,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,16,8,Other-CVD,8,NonDisabled,0,0,0,0,0,0
461,"Jorge Goncalves, Vassilis Kostakos, Simo Hosio, Evangelos Karapanos, Olga Lyra",IncluCity using contextual cues to raise awareness on environmental accessibility,"accessibility, civic engagement, contextual cues, disability, inclusion",10.1145/2513383.2517030,ASSETS,2013,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,24,24,NonDisabled,0,0,0,0,0,0,0,0
462,LouAnne E. Boyd and Kyle Rector and Halley Profita and Abigale J. Stangl and Annuska Zolyomi and Shaun K. Kane and Gillian R. Hayes,"Understanding the Role Fluidity of Stakeholders During Assistive Technology Research ""In the Wild""  ","articulation work, assistive technology, autism, collaboration, deployment, role fluidity",10.1145/3025453.3025493,CHI,2017,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,61,49,Autism,12,Caregivers,0,0,0,0,0,0
463,"Jennifer Davidson, Carlos Jensen",What health topics older adults want to track a participatory design study,"health, mHealth, older adults, participatory design, smartphone applications",10.1145/2513383.2513451,ASSETS,2013,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,18,18,Older Adult NonDisabled,0,0,0,0,0,0,0,0
464,Julie Ducasse and Marc J-M Macé and Marcos Serrano and Christophe Jouffrais,Tangible Reels Construction and Exploration of Tangible Maps by Visually Impaired Users,"interactive graphics, non-visual tangible interfaces",10.1145/2858036.2858058,CHI,2016,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,12,12,BVI,0,0,0,0,0,0,0,0
465,Luis A. Leiva and Daniel Martín-Albo and Radu-Daniel Vatavu,Synthesizing Stroke Gestures Across User Populations A Case for Users with Visual Impairments,"bootstrapping, gesture synthesis, kinematic theory, rapid prototyping, sigma-lognormal model, touch gestures",10.1145/3025453.3025906,CHI,2017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,20,10,BVI,10,NonDisabled,0,0,0,0,0,0
466,"Kathrin Gerling, Regan Mandryk, Michael Kalyn",Wheelchair-based game design for older adults  ,"accessibility, entertainment, games, older adults, wheelchairs",10.1145/2513383.2513436,ASSETS,2013,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,22,10,Older Adult Disabled,12,NonDisabled,0,0,0,0,0,0
467,"Matt Huenerfauth, Kasmira Patel, Larwan Berke",Design and Psychometric Evaluation of an American Sign Language Translation of the System Usability Scale  ,"american sign language, asl-sus, criterion validity, internal reliability, sus, system usability scale, translation",10.1145/3132525.3132540,ASSETS,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,30,30,DHH,0,0,0,0,0,0,0,0
468,"Cole Gleason, Amy Pavel, Xingyu Liu, Patrick Carrington, Lydia Chilton, Jeffrey Bigham",Making Memes Accessible  ,"alternative text, audio, blind, image description, low vision, meme, social media",10.1145/3308561.3353792,ASSETS,2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,10,10,BVI,0,0,0,0,0,0,0,0
469,"Chris Yoon, Ryan Louie, Jeremy Ryan, MinhKhang Vu, Hyegi Bang, William Derksen, Paul Ruvolo",Leveraging Augmented Reality to Create Apps for People with Visual Disabilities A Case Study in Indoor Navigation,"assistive tech, augmented reality, orientation and mobility",10.1145/3308561.3353788,ASSETS,2019,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,5,4,BVI,1,Specialists,0,0,0,0,0,0
470,"Edward Kim, Kathleen McCoy",Multimodal Deep Learning using Images and Text for Information Graphic Classification  ,"assistive technology, classification, deep learning, information graphic, multimodal machine learning",10.1145/3234695.3236357,ASSETS,2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,432,432,Crowdworkers,0,0,0,0,0,0,0,0
471,Cynthia L. Bennett and Jane E and Martez E. Mott and Edward Cutrell and Meredith Ringel Morris,"How Teens with Visual Impairments Take, Edit, and Share Photos on Social Media  ","accessibility, blindness, instagram, photography, snapchat, social media, visual impairment",10.1145/3173574.3173650,CHI,2018,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,14,14,BVI,0,0,0,0,0,0,0,0
472,"Joshua Hailpern, Marina Danilevsky, Karrie Karahalios","ACES aphasia emulation, realism, and the turing test","aphasia, assistive technology, disabilities, empathy, emulation software, language, speech, turing test",10.1145/2049536.2049553,ASSETS,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,24,24,Specialists,0,0,0,0,0,0,0,0
473,"Yu Zhong, Pierre Garrigues, Jeffrey Bigham",Real time object scanning using a mobile phone and cloud-based visual search engine  ,"accessibility, blind user, mobile, real time object scanning",10.1145/2513383.2513443,ASSETS,2013,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,8,8,BVI,0,0,0,0,0,0,0,0
474,Tousif Ahmed and Roberto Hoyle and Kay Connelly and David Crandall and Apu Kapadia,Privacy Concerns and Behaviors of People with Visual Impairments  ,"privacy, visually impaired people, wearable technology",10.1145/2702123.2702334,CHI,2015,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,14,14,BVI,0,0,0,0,0,0,0,0
475,Hamilton A. Hernandez and Zi Ye and T.C. Nicholas Graham and Darcy Fehlings and Lauren Switzer,Designing action-based exergames for children with cerebral palsy  ,"children with cerebral palsy., exergame, video game design",10.1145/2470654.2466164,CHI,2013,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,10,10,Motor/Physical,0,0,0,0,0,0,0,0
476,Feng Tian and Xiangmin Fan and Junjun Fan and Yicheng Zhu and Jing Gao and Dakuo Wang and Xiaojun Bi and Hongan Wang,What Can Gestures Tell? Detecting Motor Impairment in Early Parkinson's from Common Touch Gestural Interactions,"parkinson's disease (pd), passive monitoring, touch gestures",10.1145/3290605.3300313,CHI,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,102,102,Motor/Physical,0,0,0,0,0,0,0,0
477,"Avinash Parnandi, Virendra Karappa, Youngpyo Son, Mostafa Shahin, Jacqueline McKechnie, Kirrie Ballard, Beena Ahmed, Ricardo Gutierrez-Osuna",Architecture of an automated therapy tool for childhood apraxia of speech  ,"automated speech analysis, childhood apraxia of speech, speech therapy",10.1145/2513383.2513450,ASSETS,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,8,4,Cognitive,4,Therapists,0,0,0,0,0,0
478,"Andreas Reichinger, Anton Fuhrmann, Stefan Maierhofer, Werner Purgathofer",Gesture-Based Interactive Audio Guide on Tactile Reliefs  ,"blind users, evaluation, finger tracking, gesture detection, interactive audio guide, tactile reliefs",10.1145/2982142.2982176,ASSETS,2016,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,20,20,BVI,0,0,0,0,0,0,0,0
479,"Mohit Jain, Rohun Tripathi, Ishita Bhansali, Pratyush Kumar",Automatic Generation and Evaluation of Usable and Secure Audio reCAPTCHA  ,"blind, captcha, evaluation, mturk, visually impaired",10.1145/3308561.3353777,ASSETS,2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,79,60,Crowdworkers,19,BVI,0,0,0,0,0,0
480,"Victoria Yaneva, Irina Temnikova, Ruslan Mitkov",Accessible Texts for Autism An Eye-Tracking Study,"autism, easy-read, eye tracking, readability, reading comprehension, text simplification",10.1145/2700648.2809852,ASSETS,2015,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,20,20,Autism,0,0,0,0,0,0,0,0
481,"Leona Holloway, Kim Marriott, Matthew Butler, Samuel Reinders",3D Printed Maps and Icons for Inclusion Testing in the Wild by People who are Blind or have Low Vision,"3d printing, blind, low vision, maps, orientation & mobility, vision impairment",10.1145/3308561.3353790,ASSETS,2019,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Garden store employees,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,14,10,BVI,4,Other-Garden show employees,0,0,0,0,0,0
482,"Benoît Encelle, Magali Ollagnier-Beldame, Stéphanie Pouchot, Yannick Prié",Annotation-based video enrichment for blind people a pilot study on the use of earcons and speech synthesis,"accessibility for blind people, audio notification, video accessibility, video annotation, video enrichment",10.1145/2049536.2049560,ASSETS,2011,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,21,21,BVI,0,0,0,0,0,0,0,0
483,"Rachel Franz, Jacob Wobbrock, Yi Cheng, Leah Findlater",Perception and Adoption of Mobile Accessibility Features by Older Adults Experiencing Ability Changes  ,"ability-based design, accessibility, changing abilities, interviews, mobile devices, older adults, smartphones",10.1145/3308561.3353780,ASSETS,2019,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Family members (not caregivers though),0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,20,14,Older Adult,6,Other-Family members,0,0,0,0,0,0
484,Andrew Sears and Vicki Hanson,Representing users in accessibility research  ,"accessibility, accessible computing, disabilities, inclusion, older adults, representative users",10.1145/1978942.1979268,CHI,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
485,"Luz Rello, Clara Bayarri, Yolanda Otal, Martin Pielot",A computer-based method to improve the spelling of children with dyslexia  ,"dyslexia, literacy, serious game, spelling, written errors",10.1145/2661334.2661373,ASSETS,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,48,48,Cognitive,0,0,0,0,0,0,0,0
486,David McGookin and Euan Robertson and Stephen Brewster,Clutching at straws using tangible interaction to provide non-visual access to graphs,"graphs, haptic interaction, tangible user interface, visual impairment",10.1145/1753326.1753583,CHI,2010,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,12,4,BVI,8,NonDisabled,0,0,0,0,0,0
487,"Fnu Nazneen, Fatima Boujarwah, Shone Sadler, Amha Mogus, Gregory Abowd, Rosa Arriaga",Understanding the challenges and opportunities for richer descriptions of stereotypical behaviors of children with asd a concept exploration and validation,"autism spectrum disorder, stereotypical repetitive behavior",10.1145/1878803.1878817,ASSETS,2010,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,12,3,Autism,4,Caregivers,5,Specialists,0,0,0,0
488,Dorothea Reusser and Espen Knoop and Roland Siegwart and Paul Beardsley,Feeling Fireworks An Inclusive Tactile Firework Display,"accessibility, haptic device, large interactive screen",10.1145/3290605.3300659,CHI,2019,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,35,17,BVI,18,NonDisabled,0,0,0,0,0,0
489,"Yoram Kalman, Kathleen Geraghty, Cynthia Thompson, Darren Gergle",Detecting linguistic HCI markers in an online aphasia support group  ,"aphasia, computer-mediated communication, hci markers, human factors, online support groups, unobtrusive monitoring, user modeling",10.1145/2384916.2384928,ASSETS,2012,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
490,"Marynel Vázquez, Aaron Steinfeld",Helping visually impaired users properly aim a camera  ,"accessibility, photography, transit, visually impaired",10.1145/2384916.2384934,ASSETS,2012,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,18,12,BVI,6,NonDisabled,0,0,0,0,0,0
491,"Ryo Suzuki, Abigale Stangl, Mark Gross, Tom Yeh",FluxMarker Enhancing Tactile Graphics with Dynamic Tactile Markers,"dynamic tactile markers, interactive tactile graphics, tangible interfaces, visual impairment",10.1145/3132525.3132548,ASSETS,2017,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,6,6,BVI,0,0,0,0,0,0,0,0
492,Manaswi Saha and Michael Saugstad and Hanuma Teja Maddali and Aileen Zeng and Ryan Holland and Steven Bower and Aditya Dash and Sage Chen and Anthony Li and Kotaro Hara and Jon Froehlich,Project Sidewalk A Web-based Crowdsourcing Tool for Collecting Sidewalk Accessibility Data At Scale,"accessibility, crowdsourcing, gis, mobility impairments, urban informatics",10.1145/3290605.3300292,CHI,2019,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,government officials,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,811,797,Crowdworkers,6,Other,5,Motor/Physical,3,Caregivers,0,0
493,"Danielle Bragg, Nicholas Huynh, Richard Ladner",A Personalizable Mobile Sound Detector App Design for Deaf and Hard-of-Hearing Users  ,"accessibility, deaf, hard-of-hearing, sound detection",10.1145/2982142.2982171,ASSETS,2016,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,99,99,DHH,0,0,0,0,0,0,0,0
